id,labels
5ee618533c68461191f870f0cd18559f,2
f882e9f192d54066be8ff7b9321a03ef,9
c8bb2ca296f4410984ba795e92d2d39e,5
a3a471b8cd164e188e1281a8fab6ee58,0
d7867338962c4e14b0e1e139e2a5054f,0
3b80abf43ea248fe8342b76fc47a15b8,1
778081051acf4a3f94ba4b188d19ccc0,1
d5320cd25ce348ed89f024d001ea2f2f,0
f972a9ec647449c9b34251ef830dfca4,1
7689fa72fb1a4f0da68b0a7e66d805ca,0
861d29c42f8f4893a8127e57b468b6a7,7
6cf51b8beeee416d96910856f0e53849,10
bbb1de9d3a4e40fb8e7dd4b6914fbbcf,0
ac0ea55ca4b24843a5ab3e6b6c185438,0
c95d178a5856449cb7469456a7749fde,1
6b934590827e4792ad60a2a131c80d81,1
7a9af9344b7e4f409317c5b9354b2944,2
a0c5caf68e3844199294c35cb52ad47a,4
f6b5476c2c1b455dad43a8dd35187311,8
dc0c1fa80af0488685be87b09cbfd8b4,9
f886831935cc4fd0b91c1ae770ac9af4,1
09ddaf8d81514d609bc702dd4387e637,1
367242907b5b4bee939d2917c9edcebe,1
b0bde7dd9d1f41bda6e33cca16788bab,0
4b899870f91448e9a7697e2f9c56ce9a,11
ff0d49dfd55c4519b34035e86a335b06,0
c90c1bbb754744c08b8dc89b0d58c6ff,9
4cf5e701e1e0475ba7ebdae2fd575fe1,1
f2d76ea114244a51b3ba84153ce6bd1b,0
3c6c209ccdf047e4b58bc3eac4afa21b,0
fa7fc2ab065a416d807a091af9f1d8fe,1
1352e5e51c6f4aeaa052a0a8ce06d646,0
8d56885361664f3e99f7a33cf08dfcf9,1
d51e04dd50934285a44288571d50cd48,1
159b66f8c18b4d06a8a2bc8daf457d4f,3
26ad54fe726747b08d906a23a7f4f9f4,0
2d175b50bcf041efa0e50ee456ddca96,6
55b561f697a2472687caf5464aff5de1,2
33027710c939441d8391f2f2d8b992f0,3
cac8db36e02a490a957c3776528c7f17,0
1b53689de9b34444995ed0e894c54ae5,5
2bd3cafdeee44158aeec8ae35c514ef5,0
c4405d14403a4a2e90f3f8183fb252a9,2
ef1a7d99a1e0423f851646bbcdad9461,0
864519d7fd814ba38fc2972e10b0281e,1
a60e26a445fd4014ad8a2eb536f71997,2
a23d9684cd70475abcbf621add0de409,4
c1d6e851f5024377b9d26976db2685a8,1
a635330d61f84e788e7e82ef8a594695,0
c038b055cee74473bb4a376003dc38a1,6
91f6cf9b5a66438db360e5ebaf43606f,0
5ca77931428d413ba2c64ae059725cd5,7
491049eb8db04fafa299e56e5cf5cbd8,9
9587f2bcc8114accad4c16abec5d7948,2
fe81795cd04e42b59da505510fb79268,4
c7a92cc35fb14908a0def97b14c49ae7,6
a1a8f2983ae44eeba257b02e8d788796,6
13174f127d3848dfb87c59d2c1bdf337,0
9c0239c5dee04af0bed49aa247fa9c30,0
f686aa70c6df419cb238c3ec5038f2bd,10
dc44faa5a05245608d71f654cb0a6604,1
dbbf599f242b4bdd820721b5c6f47d4f,0
35e28d52b4464132a75acdcdd35950b7,0
e34988ff951148f8b6ced51b4db6f27d,1
0c14b855e98c4427987cf5567c838670,6
8e4d1a744e1a41b0bb83108fabe4ef5a,0
1245b2975b084f9e9c289b4554d8d778,2
1ef7e9a53fd14d849acd19be1833f95a,7
d6e95c3d2a2940899a173b21d7642a05,3
fc4261bdb8e642f3b71d063b17035c77,3
95e024efcfb540f796ab6f8e89c21633,9
8fb7a118f46444458f8359fbacd311d7,0
8fb1b87e7b494d6ab121faf921af7130,3
59fde50265fd4558a73212e56bafd598,0
55f71bb6b6ec4b54b00f6942ea5421cd,0
0b0cf87ae8d84c9dad6720edbe9930c9,0
344c7345f37c49e69665bd89f5dec5ac,2
b38401d254a84205bc74e47cfad0dac2,1
24eabbc6e6364988b09b21c5758eda98,0
e64f6f22622e4532af716b8ae79eea25,1
3b7d8d30bf8f4a98a4fd9d9c2fbd4891,3
5b6d5d2a65ba44a8871c523a4d05372c,10
c857b6d6739f448791a1e6008d7d4a31,10
bf5d42d122094268b0d663d2e4705562,0
125252ee20a948f58df1f9b8823dca43,1
8fcaa2890c7e41f09b059e681aa4bfdf,0
b5c1a465c5c84045a6c7dc6bfba7bbaf,4
fcb4cad521d24c3582fdd50ca152aff2,1
c4c37669179c414ea24f01fc8c17f7c7,0
9d9df671bddd4b9a806f04fbcc449e89,2
7628d98fee6f4dc59aa22c61b9172b98,0
c4dd618310684c59bbe3fe8a4728a8f7,10
ab753d834f0847f8a0dbbb25d29f93ae,0
aba64007ad644eab8cb4bce1222c042a,0
bfd62d723efa4914aef648e6d0731460,0
5deaeb3166ef4c65af5285fbde4e6e30,5
4b5afb44885341b19341084da23e8c4f,1
439c0a45e3fa40b4849ba655fd0ff274,1
7db7ef79d8d64dbf88b09230dedc7974,0
ef72bb3ced154ab0946178dc379b00e6,3
e64ffc96d8ec4f2bbd195a52a3f608f2,0
706eadf1abe149fc9d152cd7f6f52f17,0
d10d3df8a66b4c08be5df898d17de868,3
81b02b9e5f7e42ad8b8c3044c1eb9557,5
513f38bd51244151ba40f0ab43d153f6,2
916fbef136aa4336b657c4c7c48b81a3,4
50b05643718741208f91f9d6bc99e2c5,4
40ae7f5be89147f9ac2994f15392d62c,0
f8bc371002df45c58e9c9da68c03d434,2
ca46168d4ff641719183d2c0576a6649,10
d5264e93998e461daf730b1cd6e52521,1
2a998d6a95ea40eb995eb4b941200cfc,1
d81b0310dd734c97b365a0344bcf0b7b,0
7bee643c859b4e50b17eb4cad2e166df,3
610f7bd743a54233b659907304cffe2c,2
c25bffd70d264b649b17676c2849293c,0
21685e867d5449ff8de13a1addddf7a4,1
19ca196917bf4199a8525d33df6a2004,0
fa5c09bfe9ac4ed2b7bc46da263c5d4b,1
ab5fc4abbef4402083c47a6daa361afc,11
a65f1a639f4c4eb588823d24d4093580,7
3a4d2274b1f843ec9699b98702148234,1
3d546876975e4a40b6db1ad87a01b8d2,1
3a31a2583aa941b2a6a1926916800098,4
e9614a2fd07740edbfd2b4a9fec4781b,0
b06ee15f90d0459e9875e5bf703049e9,0
3219f674ae2f4341891e858073a6fefa,0
8877e8b2612745e69d12b4217619b5fc,0
9b1e67d870464b869cc148eb2d582957,6
814c7527d3184bcebfa254a085906160,0
d7a86c3f57b8464bbd2ebcf7fde329c2,0
1845c2bf93b44cad982b232116932c5e,0
f7b45e42ccb3462cacfcb5fc6ded208f,2
8e050dee4b6b4d0a8f3f7ae9788132d4,2
4c139663836b4ce78a293a35be77c519,0
803acecf995d44e1809cb02769e2eb98,1
5305a1ffc9b54f77b0416dc715c8f87c,1
e57be00b60834f0b82ea51196898ebab,1
817fd1879ba24766b81b5c3e5082bb9a,0
3f4536519da54d6c856945611b11c974,2
bf9ebb1f6b8d41e79234e7125cb4b7ef,3
06ba2d9f653a4ad79b0596269eb6bc00,0
3c5c9925446549a08c8bfa590b0c6a5f,7
f896a5fedc094db0b65722a7cba884c5,0
12dc7240bb334965aa5d4f6a45ac3e24,2
6a3eb2a263c74d1cbd704127fd726b6b,1
95d816b6826e4ff09cc5875bd7925905,1
16fd709abf8c4a2d8651088ef20105c9,0
5dc4292703e7466a865500af12fa0329,10
b93e585ed1ce4dc0bdbe8922fa43f4a0,4
b71686aa170b4cae804a74fd4ebe51ae,8
759e461a9be54e49a9df155abca83de6,3
554dccf21e5e48d28784fc136be0e9af,3
875e105cabef491aa008225d63b2cc10,1
de0c8bd797b8433281b07f5d487b756e,0
80525467246b4939932ac64119d55f47,0
1b94282f887044cb8d68c3467a3b5830,9
640c8902f6724eed8fedca7d451a7b02,1
9a4ecce03f6f4349a05917e89df14298,0
79e5333e488943d1be87a1d3f0b44b54,4
a98859a1daa14835b14b6314ccc0b278,0
ed768c7bff744ee1b2c2d62f9e07b706,6
2e7e73e386c0455eaa779c856be34586,4
681beea03300412fbaec1c396a3dc0e8,9
57d5c46aab444a0bb3ec3e2314e48cf6,1
7f4b910822ea49babae1abccbc6b597f,7
b00a315a26994b0ab120a7d0c4e9a25c,3
c4944f71809d44a8addae779db638d18,5
d16db1677e7c413cb2e5986f855dba93,1
2bdc7cb9effc46a7af634ea79d95daf2,1
89e067453672421aa8898909a268f9e3,4
84373953c69f46908e5a9074ec6b7056,10
b5e12324985e4fa8a15d9b89e7470a70,2
e4f09a70e8e74df78a3b08c08034865e,0
28822aa5ad2b45a7bb0a92214c02a267,4
09f4573ec759422caf3c131b2fd673ea,11
732c995a2de4455799015bd32afb5082,6
1cd3bd29b487425b86494f41dc17bca6,1
f0dcce8374ee4539829d997e9692151a,1
dcfc88ca37654bfd9d89bd10770d4aa2,1
d0d20c235870404f8f0b52bd9467b1a5,6
6c17670cd75d435a9935d464a27e9204,1
401311a5edf84ba299e71dbf01562fd8,2
1423bb9648624f85b645237957a8411e,1
e2bee161658748dda90ebd3d4499e92e,0
84752db983654675be72115c382cc038,0
04e69cc3c9e64e08a36f803b72b0ad4f,1
18149daefee64b9a981d9cb41bd06efe,1
b1e648a313f9436980784c508934031f,9
cacd79c2db054105b74cbc86471743d5,3
a5f797f5476144e5abb140dcc2db01c0,0
9aafadbd6d174575b244666bd50c0da8,1
767f45d8c3fa4680868e49fae145ff9f,2
94e344d289844d299babe1cae52130c0,9
fa79614bf5ba4870ba612ffd3a17b90f,0
b60984a879fc4e28965d273645ce595e,3
070bea6733fc49de82f0c1b14e732093,0
4d9fa79458234dabb1b99377aa3a8b17,2
f76cec920f134a2593c54e7e72a668f3,6
a3c727f251b644d8b6a24a66e9323992,0
8d917308da2c425896dd4755d34145f3,0
2da67051686b4fd780b10627f643643b,3
73740248397c4e28a5ac535ad2ea9b74,1
9938a967fe0145e687d839dabddc6751,0
5619b077318443f2a7cc64410eb0cdf0,0
c3daf4aa764b4edebbe2d0d4a39854c5,1
20c55868c2c34201a93fd2d5a4110caf,4
77d040cab1fb447e9560754530ac6328,7
a2fbcac7f153443c9589df5941ef17ba,6
555ca9d5f71e4e18b08c0ea343e91d41,2
a24248e901114a3a8f245020c3385e41,0
76d3f4661bd041caa6a7588acef5da18,2
e7e739001a344a6791bb23cba4ed97d0,0
0e0b895daf9741a7bc787a2772d202a9,2
748864bc952340d09fd676912c7f5b3e,0
d7c8b419e4c446f5a1b51e8db0246f67,6
b31a3c1aba234b46b7aab58a01c2ef4b,1
f5d13c71e9e34b989f5f1e87356c1e6d,10
1e3416a35fac46d0b4540e792b84a830,0
8712db7133c842e4a2c23179833a3b4c,5
9ce467f780054c27b497b1cff47a2130,9
3a7265621bca436babd729ecb71a1655,11
b74f07f8bc5a4d8cab82f963ab18bb85,6
5819745475504b9e94801d3420d78018,0
dd43a6e8fec74f998078e719ae02488b,1
6145ae393953417687b52f7407aea04a,1
ca56c812895b406eb0502fc4255bb56e,0
cc75c966f81349afb8ae4e54fe2f7253,0
514dd6c630bd42fa9b4cc680486d64f6,0
435a84817aac4aabb4f409e08d78049b,0
c463d1b2051446b3a9fd5e9e689ec2b7,0
293c6dc2f5a34575b1d8b9bc721b3599,2
1696b286d3434d32bb1608e82126248e,2
d134e5bce2754da595b7bc4085d4bafc,1
0e50355f91b647d0906eaf97e0b6d0b9,4
f4a52e1ae52b4027947e6f09afe409ab,0
1ff9f958be15480ca16a1664b9f63caf,4
bfa536e14dac4a4193859c468b466326,0
5e4d5297eded4a15b4665b429dcbab46,0
743979db313e4f85bea09c24368d8a1e,0
445522580c8542b38a017975b65b7f3c,7
5df55f23570e47308f684a3b7b580825,7
815b45c5ac0b4fdd8741af7a2371efa6,9
5548d9c62b844b67926ebbfc16a9c120,9
495cddfbb8cd43529749fcce9fc8899d,1
f904fb398baa4997b0449421f8200c6f,0
3ea3213c1aa24e68a4030e365e23e1e3,6
b5caef04237441eaa2daf58dc775265c,1
cbaf26eb7e91479e9c5f517411da80a2,0
e7d20170f3ba4c2dad0ffd9be4848c49,5
2c2ab4420a8047ebb408fd074b57c9b6,1
dab96993f09b4b90a2b5c2247c72514f,10
a5f8131ebfa14db0b460facca4180908,9
110ad60d93354599a6d719308d8a5fe5,1
19a91e2942354024832516ca994e4b57,5
0f28083e2c9a4524b3fe18963fecbfdf,1
3fa8a683d77541cbb56c69e1081832a3,4
2c0c8193cc4a4fd78e690cc1977ae5ee,1
5ba48e20323f4e3cac92a1ec94efafd0,1
cb9e15c04ce74e44b0881d99ccf0e9d2,3
eadac2d507e74fdf8f4fa9afa94ab2f8,1
6ac5f8407fda4132b5da8de6cf11aa33,2
5e5970f9d43a4ecdbebff6e45260c576,0
29072b41fdc34b01869e5901a6804dd1,6
904d5006f1c84493834dce297d87ec76,8
728a426715234d61826c845d05f63936,0
ab093b35b9554178a1870047134f02f5,0
0754cea68fee48dfabc70c9ed7dec16f,7
21c686a493d94021b7851db1700259fa,0
5141604e968d4b32a45b652addf7a28c,1
fd5ea9f8b2014cdb970c4ab8c8c75751,0
5c85136c73804ecc8c9e8f2c15171340,1
ae352e5082254431a12b0ae930dbb928,1
e52cffb0f5d3467797c997116c7ef277,1
5ef1db5976dc45e0961245f00384ccd6,6
9b4c70291f584b0ba72813060f5f0d30,6
df8b466cac74430cafa642ce5b04b94c,3
b8d94f2dc9e546d89a2ed449d1cb45a6,3
dd40e652ebf5443f9e7dc655728c32e7,1
ede73fc07e7347bc8e0eded9ec0e95a5,1
6056cfe9d17f4e03a32d2cd506b0e301,1
bcc7f8167bd44df1b744d199f1582c79,2
285823068b3b4f0d83a317455d77acbe,2
c28d3d734f154c72a1f5bbc05e36734f,0
27a612a7d2b242bb92efa916ab2975ba,2
438c246c0f0040a2aadbfbd77d6c0995,0
05a7675d37144d7bb7565bc281c5bddf,1
5014c5ff73954785b1eb9ff89ab2b112,0
aac65d1f425b43008cb4cca829779240,0
a90a65db8cbc4a6395ae2bbee67d3948,0
9d58cd1577e143d1a46260bb828eb20a,1
05566a41d9de48fe9d06b7e082823669,0
085c5a647ea242349c4f3647a573c6a9,10
3a5e99755fd649f18e768856ed083189,7
6032c67e51ca48eabc29b87b8e714846,1
ef19936f443e48c1845994b8c5f67812,11
e727cafe7dae4d3f95ab183fc5446a19,0
762e9b4c677b487c8ac949b7c24a172f,1
ec922cd6693f43acbb16365c2d35cf90,3
ac45b67df8004cf69faf33382b5a1472,6
064d90bc852e4f17a0f8dc86b9e5d0e6,4
fcfd658e7c27433899d4da632ed67850,5
7da135e610564dc6b8ebc1177d2fc92d,0
62a0f3925777450c8a64a04a026212d7,0
03d60f53ae33476ea700621a93567a0c,2
d317f79d92ce4a29a80588980e390136,2
6e5fe2f6cccc407faed935de81c989d6,0
8beb37657a1246e5b4cf7db3ce1c8821,2
196cf04d205447dd92361fa7c7199240,1
72e16566e837470c8f26fd2ede7522a4,0
9b810f45ef8845179f0f7b822c3570ba,0
cf5bb5cd69ff4ffab0eec0e9e83a1c30,2
b674376216c44833a38a765cf8b348e6,2
b0b6c34daf4740ffb1e9707c4df4ab5b,2
1c535a749ef0414797c78aa7c96d41ee,2
103848f9afe348489444a87f91a2b68a,2
b2cacd59abd14fa3bc5615a85d119e90,1
46df792782124bcc8e4d5d0fe014e711,0
307a4c57629346b39154c7f82d97f2a9,0
e7e66822f623454bbaa413139c9fc6f6,0
d8a79b56327944c3b0cafcf66185fe24,0
61f87af674604e2c8af644d2b94647f2,6
67a28889688e4113a4f3b71a196b87a2,0
6c7884431799476ea04359eaa5dd4857,1
b7b4dd23671b404cb4b9baecf6db9f54,2
5f1d66a0ebf543b39dac499ee840f22f,1
1fedb28e54984e8f92b590c4f01339a8,2
96342d53ba634c428cb214188a3dd9e2,0
336781f0f32e4486994feacb81022f9b,1
781c7264f61e41bf9402a4b1ad790818,4
7f245673e24d4579a90940202bbe27df,4
7e82a41298d149aea049b3be0fd88d79,0
6202f924af814970996a4bcf2142059d,0
2f7406c1359247d29f927f2523a77295,1
40022b67c77b4c6bb9eb9a62220ed9f7,1
247570c5b6134c1daad6216f242c9e6d,2
8fceb5b3ecb141f4806a9846060d6945,0
18cc93b90a9c4de4a9410e22e9c6efff,0
dabd72a987d0494a8e90c9b507f824ba,0
83c46edaf5ba4586847a0f666f5ceff4,1
c3922c3916af41cf8ca00ddf384746ef,6
e49e71e343a34623a7c0a77f4f08e29a,6
3d7ddcecb25842ab99ee616f58227d39,1
e9056959dfb247649606287517d166bf,10
161ff4bcda91450f96e74f625a977893,1
f24ea983bf71437589e8cb8374fb6cef,0
322b19c4f89747f3870662a1edb0a216,1
8ee305b2052942d8a460bac29023c502,2
38c7ab4aacbf4668993692c3643678f5,3
f1b652152a524b079c3e055ec5d8ba9a,1
518b387ec93447fcb9aa39012d44416c,9
8c7d3d5b2dae437787b9ae65ae9301a2,0
fc6325066a724c88925b2101d9f275a7,1
82e71ec1f1a84f2ba9dee4c0b244cc92,0
888311ac33a04c35b1f9bf6ce55f92ca,0
97d6b23c03234f45a9bd8f55a25b1370,1
165024360bf7426c850a88b0ef7827f3,9
d258f0d97a8b4a589de80c2c4ebf59a6,2
1a9e39f8a6a54b5683a7125083fef879,10
68b282b3c60947778066b0c7caa7198b,0
103f827cefb347a094901414678a5538,1
8c0f311409d942859c04aa498e31c090,0
108271b1c3be461c81e1d3e319c6d1a0,6
599c66088bcc4405bab7837319109c66,7
fee1a11365ff47d3b0138de4aa6c0850,1
ff23ca20d9034ce49474cd93e9d44ebc,0
4fe46cf4f7e94c55a1111050ab3dc250,2
1dc888867cd6433ea206f690fc4aca5f,0
57a5f010a8e941a9b1e13dc707148e47,1
fb66f0ec336b425984f8784180cf9ef7,2
21280386fe524ef1a74bcb3f5e10f5b0,0
87f2f175a98248ee8798c1bd2e5def4a,11
5bf93edf6a6947e7b0155881017b7e9e,9
402ea87d89c24cd1bbc5af5e5ecb7950,7
8d779c186f704e01928b46a0c233e8a5,0
6058d6879334413ca94c990ec979788c,3
6454628b93fd4d5f876a5e6c2a20eda1,0
0cafbfe81a72485c91fd76c699092f42,2
04438df46d6540ac9db57e7cce55b0f7,0
93f9f8d943904a3a8b0cb16029a0378d,1
f43069e7a4b7437bb14039db9af5f39d,2
d4661c0d47234e0f8d05f60b2884fa32,1
19a2ab14cdec4274883902dd82ad5ce3,5
1de58da74a664cc1bf2702c45af8a347,2
245902e7761648658cb51f65b0997155,6
044cd4c9139949219084e87a35663e14,11
94c64b3f995740dfb9b5465bb90abd77,1
17d9dc24f8e8487181eb2b9e32e2044c,2
efc44931149745ceb867c23560140330,1
85c9126b3e7349af979f31fffe28d4c6,1
e2d6d448380f4acb89bd185bed5bb926,0
1e6aba04bb4046e69cc69ab7089c8a86,1
042127ab2ad143eeb54c7b8324a11e45,0
c3ce55dd4bf448dcb689a5ddd36a331e,0
d26aa5ee3b9643c394024e27a4b9c925,10
9f23d90bf07849c18fcfbbfb199b4198,0
25df718c437947ecac04420f7846e45b,0
6c72e1f6118346ebb391b077bb3d8e9b,2
1ac3fb14769a40a8a504803919ff56aa,0
81cf68be47054190a67c561da78a2c4e,5
76b81679b2374cdab02803e4b9716e0a,1
e1b0a24e38234ed8b1f7adfb4cc23f76,2
aa98da4e5e8445838ccad964ba12b1c7,1
bdee89e2e28a47aca9144eee37412e8b,0
6665e946ff634461befeb09cf744be9d,0
f332db77bcaa46b687c9f71f04a8880e,1
85097024ed7047a89040b7d5603afa7b,2
070daeae8a2c4d078f17557645ee57e2,0
fd2355c554724fd982128a63c35348af,0
9fef1df06af046a499bf59912570331b,0
1b70b927bb704202a6563cf7142457dd,9
3ff12243a8f94679bfa01c1c287d202f,0
eeec45cff7964c7da2807331f878c1e5,10
637ef8bb155c4c4a9e2614aefc5fac6a,2
2943c4ec14b84f1ab549a4a304e40480,9
9691b679d8e94a46b8b3ea206e5c0ec7,3
5beb6341f1844b5d873f4e1b725dba36,2
60171e176bbb4e0da2f7fbd3d2b2a9c5,2
995606abc907473cbf9d26f2d2bb9d59,1
b4df017c636e44c3b2fdfb6b5a097111,0
ad4ced82814b4d2582cb2439f7974733,1
27f8af1e7b684b9eb55d66961260e19d,1
caa245aafbd14bbcb2d7d551f394cde5,7
7e2816124fe04944b04f147f2d62a472,6
394d02ef23804663a7827cd56058f6b4,1
21792ec67ede48e2a5d2aa7f19f43f07,2
3acb7a2c46f24618994678188fc38127,0
e420ccc48f1049c3818dbf4ba44ab1be,6
16945e57fe4b4f21bf101d60ef4c4ef9,1
f4604265effc486db7b071c536c622fd,1
a7005dd3316644e388507ff3ce59903f,1
e2ff977f7c0a410facb3c5305fbebf32,7
c4a5e2b54ad1434da77883bcd6c566f2,7
5a778651868e4f2cb59659cf23f33e4f,0
5ff9eb334b0144fc98274a9bd06c2643,6
2a33838f0d6a4829a6423e01dba86b01,3
9c539279109441ff97d36fac98d3b36d,5
f5a4fc615f5a4537a024da8b1204eafb,0
0ef5e8dc8d9c406f9f6f429dc7f9e26c,0
244cf473c4e942a6b23f3364f41cbe6b,1
99cfcf2c8da54c12a19ef0e114324c7f,2
749bd60f24e640eaa0467485a5279f81,0
e5a56404bb8749e994badfdf269f6d49,9
cf76dff7baab4b04bbc2867dae0cf8fc,0
5282351a57d74b26a873892c7218b350,0
e420030648444aa2aba7e0277833dba0,0
5c2e378daa204df5b780601788929a94,7
d3ad5aa28b644352bc5957235efa7df7,0
e3c141e68a8c44a1800db076c7429e58,1
4e411d9e030b43479cdf84ec9ecbdde3,1
c009beabeadb45959fc31ffbe444fbcc,0
afbf53873dac4484b92acc0d23d6e0df,0
c66e4e80c5064579b764cac7f4cad9d7,0
57e72402bea945c69e353ce99a75f13e,2
b9df34bec0b54192b50b9c99ea0435a8,1
e78c2abc670f407eadaf0d3ab836ad80,2
5603f23a70f34f5fadcaabe1d8380daa,9
f06dd81ceda1484b8582cdb4c46feb51,10
4607cb1d396e4739943b035ef31c71a2,0
d2eac52607a14d7ca535a7431d4ca885,6
ed1bbc53da0b4ca6b991b842b2b68309,0
8d903f5159304c49b6f7cb9fc2fb4b83,1
9c9a85c692ec4ccaad047bcefd3d2171,0
861e079a76c6402882172a15e993e5aa,4
845d7d5c8c2e4ebfaebb6e017315d514,0
